image_name,image_path,split,city,annotation_json,instance_path,yolo_annotation_path,instance_based_yolo
hanover_000000_044195,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_044195_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044195_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044195_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_044195_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_044195_leftImg8bit.txt
hanover_000000_044344,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_044344_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044344_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044344_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_044344_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_044344_leftImg8bit.txt
hanover_000000_044622,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_044622_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044622_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_044622_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_044622_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_044622_leftImg8bit.txt
hanover_000000_045004,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_045004_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045004_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045004_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_045004_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_045004_leftImg8bit.txt
hanover_000000_045188,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_045188_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045188_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045188_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_045188_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_045188_leftImg8bit.txt
hanover_000000_045446,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_045446_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045446_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045446_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_045446_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_045446_leftImg8bit.txt
hanover_000000_045657,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_045657_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045657_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045657_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_045657_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_045657_leftImg8bit.txt
hanover_000000_045841,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_045841_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045841_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_045841_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_045841_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_045841_leftImg8bit.txt
hanover_000000_046200,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046200_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046200_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046200_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046200_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046200_leftImg8bit.txt
hanover_000000_046398,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046398_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046398_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046398_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046398_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046398_leftImg8bit.txt
hanover_000000_046572,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046572_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046572_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046572_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046572_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046572_leftImg8bit.txt
hanover_000000_046646,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046646_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046646_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046646_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046646_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046646_leftImg8bit.txt
hanover_000000_046732,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046732_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046732_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046732_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046732_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046732_leftImg8bit.txt
hanover_000000_046954,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_046954_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046954_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_046954_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_046954_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_046954_leftImg8bit.txt
hanover_000000_047499,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_047499_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047499_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047499_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_047499_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_047499_leftImg8bit.txt
hanover_000000_047629,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_047629_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047629_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047629_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_047629_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_047629_leftImg8bit.txt
hanover_000000_047870,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_047870_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047870_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_047870_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_047870_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_047870_leftImg8bit.txt
hanover_000000_048274,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_048274_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048274_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048274_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_048274_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_048274_leftImg8bit.txt
hanover_000000_048379,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_048379_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048379_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048379_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_048379_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_048379_leftImg8bit.txt
hanover_000000_048508,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_048508_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048508_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048508_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_048508_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_048508_leftImg8bit.txt
hanover_000000_048765,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_048765_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048765_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_048765_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_048765_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_048765_leftImg8bit.txt
hanover_000000_049005,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_049005_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049005_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049005_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_049005_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_049005_leftImg8bit.txt
hanover_000000_049269,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_049269_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049269_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049269_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_049269_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_049269_leftImg8bit.txt
hanover_000000_049465,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_049465_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049465_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_049465_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_049465_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_049465_leftImg8bit.txt
hanover_000000_050228,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_050228_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_050228_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_050228_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_050228_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_050228_leftImg8bit.txt
hanover_000000_050398,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_050398_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_050398_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_050398_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_050398_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_050398_leftImg8bit.txt
hanover_000000_051059,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_051059_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051059_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051059_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_051059_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_051059_leftImg8bit.txt
hanover_000000_051152,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_051152_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051152_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051152_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_051152_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_051152_leftImg8bit.txt
hanover_000000_051271,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_051271_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051271_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051271_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_051271_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_051271_leftImg8bit.txt
hanover_000000_051536,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_051536_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051536_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051536_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_051536_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_051536_leftImg8bit.txt
hanover_000000_051842,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_051842_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051842_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_051842_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_051842_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_051842_leftImg8bit.txt
hanover_000000_052013,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_052013_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052013_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052013_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_052013_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_052013_leftImg8bit.txt
hanover_000000_052512,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_052512_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052512_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052512_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_052512_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_052512_leftImg8bit.txt
hanover_000000_052649,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_052649_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052649_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052649_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_052649_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_052649_leftImg8bit.txt
hanover_000000_052729,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_052729_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052729_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052729_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_052729_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_052729_leftImg8bit.txt
hanover_000000_052887,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_052887_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052887_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_052887_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_052887_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_052887_leftImg8bit.txt
hanover_000000_053027,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_053027_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053027_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053027_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_053027_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_053027_leftImg8bit.txt
hanover_000000_053437,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_053437_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053437_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053437_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_053437_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_053437_leftImg8bit.txt
hanover_000000_053604,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_053604_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053604_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_053604_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_053604_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_053604_leftImg8bit.txt
hanover_000000_054276,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_054276_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_054276_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_054276_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_054276_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_054276_leftImg8bit.txt
hanover_000000_054965,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_054965_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_054965_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_054965_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_054965_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_054965_leftImg8bit.txt
hanover_000000_055124,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_055124_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055124_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055124_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_055124_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_055124_leftImg8bit.txt
hanover_000000_055592,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_055592_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055592_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055592_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_055592_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_055592_leftImg8bit.txt
hanover_000000_055800,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_055800_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055800_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055800_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_055800_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_055800_leftImg8bit.txt
hanover_000000_055937,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_055937_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055937_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_055937_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_055937_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_055937_leftImg8bit.txt
hanover_000000_056142,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_056142_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056142_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056142_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_056142_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_056142_leftImg8bit.txt
hanover_000000_056361,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_056361_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056361_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056361_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_056361_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_056361_leftImg8bit.txt
hanover_000000_056457,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_056457_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056457_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056457_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_056457_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_056457_leftImg8bit.txt
hanover_000000_056601,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_056601_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056601_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056601_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_056601_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_056601_leftImg8bit.txt
hanover_000000_056800,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_056800_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056800_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_056800_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_056800_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_056800_leftImg8bit.txt
hanover_000000_057532,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_057532_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_057532_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_057532_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_057532_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_057532_leftImg8bit.txt
hanover_000000_057710,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_057710_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_057710_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_057710_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_057710_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_057710_leftImg8bit.txt
hanover_000000_058189,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\hanover\hanover_000000_058189_leftImg8bit.png,train,hanover,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_058189_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\hanover\hanover_000000_058189_gtFine_instanceIds.png,..\data\yolo_annotations\hanover_000000_058189_leftImg8bit.txt,..\data\yolo_annotations_instances\hanover_000000_058189_leftImg8bit.txt
jena_000000_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000000_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000000_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000000_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000000_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000000_000019_leftImg8bit.txt
jena_000001_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000001_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000001_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000001_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000001_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000001_000019_leftImg8bit.txt
jena_000002_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000002_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000002_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000002_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000002_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000002_000019_leftImg8bit.txt
jena_000003_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000003_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000003_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000003_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000003_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000003_000019_leftImg8bit.txt
jena_000004_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000004_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000004_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000004_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000004_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000004_000019_leftImg8bit.txt
jena_000005_000019,..\data\leftImg8bit_trainvaltest\leftImg8bit\train\jena\jena_000005_000019_leftImg8bit.png,train,jena,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000005_000019_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\train\jena\jena_000005_000019_gtFine_instanceIds.png,..\data\yolo_annotations\jena_000005_000019_leftImg8bit.txt,..\data\yolo_annotations_instances\jena_000005_000019_leftImg8bit.txt
